Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
KCO,Cengiz Topel Airport,3119.76,Turkey,40.75,29.83329964
ESH,Shoreham-by-Sea,3119.76,United Kingdom,50.83330154,-0.300000012
ILS,Ilopango Airport,3093.762,El Salvador,13.69219971,-89.1160965
AVB,Aviano Ab,3093.762,Italy,46.0318985,12.59720039
MNU,Mawlamyine,3093.762,Myanmar,16.44169998,97.66940308
CFB,Cabo Frio International,3067.764,Brazil,-22.92499924,-42.07860184
CXB,Cox's Bazar,3046.099,Bangladesh,21.45000076,91.9681015
ESL,Elista,3033.1,Russian Federation,46.36669922,44.33330154
STW,Stavropol,3033.1,Russian Federation,44.98279953,42.11439896
LSE,La Crosse Regional,3033.1,United States,43.87670136,-91.25610352
VQS,A. Rivera Rodriguez,3033.1,United States,18.13330078,-65.49060059
GBB,Gabala International Airport,3015.768,Azerbaijan,40.79309845,47.72579956
EIL,Eielson Air Force Base,3007.102,United States,64.66500092,-147.0968933
PWM,Portland Intl Jetprt,2989.77,United States,43.64440155,-70.3035965
XNA,Northwest Arkansas Regional Airport,2989.77,United States,36.28170013,-94.30670166
JAV,Ilulissat Airport,2976.771,Greenland,69.21669769,-51.09999847
YQI,Yarmouth,2963.772,Canada,43.83330154,-66.08329773
HMA,Khanty-Mansiysk,2950.773,Russian Federation,61.01860046,69.08390045
PPK,Petropavlovsk Airport,2946.44,Kazakhstan,54.78329849,69.1832962
MIG,Nanjiao,2929.108,China,31.43110085,104.7380981
XIC,Qingshan,2929.108,China,27.9666996,102.2166977
GSO,Piedmont Triad Intl,2924.775,United States,36.09189987,-79.94280243
VID,Vidin,2911.776,Bulgaria,44,22.83329964
STD,Buenaventura Vivas,2911.776,Venezuela,7.570000172,-72.040802
YXS,Prince George,2903.11,Canada,53.89170075,-122.6750031
SFT,Skelleftea,2868.446,Sweden,64.625,21.07830048
ONX,Enrique Adolfo Jimenez,2859.78,Panama,9.366700172,-79.90000153
RDD,Redding Municipal,2859.78,United States,40.50830078,-122.2921982
BZN,Yellowstone International Airport,2825.116,United States,45.78030014,-111.1594009
MBX,Edvard Rusjan Airport,2816.45,Slovenia,46.47999954,15.68939972
RCH,Almirante Padilla,2781.786,Colombia,11.5291996,-72.92440033
RRG,Sir Gaetan Duval,2773.12,Mauritius,-19.75,63.34999847
TSX,Tanjung Santan Airport,2738.456,Indonesia,-0.083300002,117.4332962
UTH,Udon Thani International,2729.79,Thailand,17.38500023,102.7928009
HDF,Heringsdorf Airport,2708.125,Germany,54.18330002,11
BDJ,Syamsudin Noor,2703.792,Indonesia,-3.442800045,114.7538986
ASI,RAF Station,2703.792,Saint Helena,-7.970300198,-14.39360046
ZAH,Zahedan International,2673.461,Iran,29.46190071,60.9068985
XBJ,"Birjand, Iran",2651.796,Iran,32.88330078,59.21670151
MZM,Frescaty,2625.798,France,49.07249832,6.134399891
IWA,Yuzhny,2617.132,Russian Federation,57,41
RGS,Villafria Airport,2599.8,Spain,42.35749817,-3.620800018
UYL,Nyala,2599.8,Sudan,12.0717001,24.8946991
CMI,University of Illinois,2599.8,United States,40.03969955,-88.27970123
EWN,Coastal Carolina Regional Airport,2599.8,United States,35.07360077,-77.04250336
NUM,Neom Bay Airport,2591.134,Saudi Arabia,27.9239006,35.29389954
GCI,Guernsey,2565.136,United Kingdom,49.43610001,-2.602799892
DEA,Dera Ghazi Khan International,2556.47,Pakistan,29.97540093,70.49359894
LNK,Lincoln,2547.804,United States,40.85079956,-96.7589035
RNG,Rangely,2547.804,United States,40.09469986,-108.7605972
VIX,E. de Aguiar Salles,2539.138,Brazil,-20.26440048,-40.28749847
MCP,Alberto Alcolumbre International,2521.806,Brazil,0.050000001,-51.06669998
SYR,Clarence E Hancock,2521.806,United States,43.11059952,-76.10250092
SBA,Santa Barbara Muni,2504.474,United States,34.42779923,-119.8394013
PLX,Semey,2495.808,Kazakhstan,50.33330154,80.25
FJR,Al-Fujairah International,2495.808,United Arab Emirates,25.10000038,56.34999847
NPT,State Airport,2495.808,United States,41.53079987,-71.28250122
CGB,Marechal Rondon Intl,2491.475,Brazil,-15.64999962,-56.11669922
GOU,Garoua International,2482.809,Cameroon,9.336099625,13.37559986
YMM,Fort McMurray,2469.81,Canada,56.65280151,-111.2205963
YQU,Grande Prairie,2469.81,Canada,55.17969894,-118.8835983
KOV,Kokshetau,2469.81,Kazakhstan,53.31669998,69.40000153
SMA,Vila Do Porto,2469.81,Portugal,36.96580124,-25.17000008
DAB,Daytona Beach International,2469.81,United States,29.18250084,-81.05280304
SPB,Charlotte Amalie SPB,2469.81,United States,18.33690071,-64.96829987
JYV,Jyvaskyla,2461.144,Finland,62.39920044,25.68190002
YSJ,Saint John,2456.811,Canada,45.31669998,-65.88330078
HFA,Haifa,2443.812,Israel,32.81110001,35.04169846
SDK,Sandakan,2443.812,Malaysia,5.900000095,118.0597
BQN,Rafael Hernandez,2443.812,United States,18.49580002,-67.12999725
YAZ,Long Beach,2430.813,Canada,49.07690048,-125.7763977
BGM,Greater Binghamton,2426.48,United States,42.20140076,-75.96920013
AZD,Shahid Sadooghi,2409.148,Iran,31.89780045,54.28170013
RAS,Sandra-e-Jangal,2409.148,Iran,37.32559967,49.60919952
LEH,Octeville,2391.816,France,49.53889847,0.088600002
RWN,Rivne International,2383.15,Ukraine,50.59999847,26.14999962
WUU,Wau,2378.817,South Sudan,7.725699902,27.97319984
AVN,Caumont Airport,2365.818,France,43.90000153,4.900000095
IEG,Babimost,2339.82,Poland,51.93330002,15.51669979
RBR,Placido de Castro Intl,2322.488,Brazil,-9.9666996,-67.80000305
CAE,Columbia Metropolitan Airport,2318.155,United States,33.93640137,-81.11579895
NBK,temporary code for Suvarnabhumi (New Bangkok Int),2313.822,Thailand,13.68900013,100.7419968
AJK,Arak Airport,2305.156,Iran,34.13330078,49.83330154
NKM,Nagoya (Komaki),2305.156,Japan,35.25170136,136.9275055
IAO,Sayak Airport,2305.156,Philippines,9.859199524,126.0014038
HSV,International-Carl T. Jones Field,2300.823,United States,34.64279938,-86.77559662
ORU,Juan Mendoza,2274.825,Bolivia,-17.96419907,-67.08080292
CRP,Corpus Christi Intl,2274.825,United States,27.77000046,-97.50080109
JAN,Medgar W. Evers International,2274.825,United States,32.30970001,-90.07579804
BSG,Bata,2240.161,Equatorial Guinea,1.906700015,9.802200317
CEN,Ciudad Obregon International,2209.83,Mexico,27.39189911,-109.8392029
OER,Ornskoldsvik,2196.831,Sweden,63.40829849,18.99169922
BYK,Bouake Airport,2183.832,Ivory Coast (Cote d'Ivoire),7.73939991,-5.069200039
ASW,Aswan International Airport,2179.499,Egypt,23.96500015,32.82170105
KLF,Grabtsevo Airport,2166.5,Russian Federation,54.5,36.26670075
BJZ,Badajoz Airport,2166.5,Spain,38.89139938,-6.821400166
UAM,Andersen Air Force Base,2157.834,United States,13.58180046,144.9268036
NOJ,Noyabrsk Airport,2131.836,Russian Federation,63.5,75
NUX,Novy Urengoy,2131.836,Russian Federation,66.08329773,76.51670075
GUC,Gunnison County,2123.17,United States,38.53390122,-106.9389038
TJA,Cap. Oriel Lea Plaza,2118.837,Bolivia,-21.55419922,-64.7457962
BGN,Belaya Gora,2114.504,Russian Federation,68.55690002,146.2310944
TUG,Tuguegarao,2101.505,Philippines,17.64109993,121.7316971
MVR,Salak,2079.84,Cameroon,10.45219994,14.25640011
YOC,Old Crow,2079.84,Canada,67.58329773,-139.8332977
UDO,Udomxay Airport,2079.84,Laos,19.13330078,103.8167038
EBD,El Obeid,2079.84,Sudan,13.15970039,30.23419952
MOB,Mobile Regional,2071.174,United States,30.68829918,-88.24079895
PEZ,Penza,2066.841,Russian Federation,53.21670151,45
OME,Nome,2066.841,United States,64.51139832,-165.4416962
UAB,Incirlik Airbase,2062.508,Turkey,37.00030136,35.41830063
CFG,Jaime Gonzalez,2053.842,Cuba,22.14999962,-80.41419983
IWO,Iwoto (Iwo Jima),2040.843,Japan,24.7866993,141.3242035
HIN,Sacheon,2040.843,South Korea,35.08810043,128.0780945
INB,Independence Airport,2036.51,Belize,16.53499985,-88.44000244
BTU,Bintulu Airport,2036.51,Malaysia,3.174999952,113.0430985
SBW,Sibu,2036.51,Malaysia,2.341700077,111.8383026
GLK,Galcaio,2036.51,Somalia,6.780900002,47.45449829
SDL,Sundsvall-Timra,2027.844,Sweden,62.52640152,17.44669914
SHB,Nakashibetsu,2014.845,Japan,43.56669998,144.9667053
AGR,Agra Airport,1993.18,India,27.1583004,77.96279907
SDF,International-Standiford Field,1993.18,United States,38.17969894,-85.73860169
TBI,New Bight,1975.848,Bahamas,24.31500053,-75.45359802
BUX,Bunia,1975.848,Democratic Republic of the Congo,1.571699977,30.21279907
SIG,F.L. Ribas Dominicci,1975.848,United States,18.45890045,-66.10279846
CHP,Circle Hot Springs,1967.182,United States,65.48609924,-144.6110992
ERZ,Erzurum,1958.516,Turkey,39.95560074,41.17359924
LCK,Columbus Rickenbacker International Airport,1958.516,United States,39.81420136,-82.93219757
VPE,Ondjiva,1949.85,Angola,-17.04999924,15.69999981
LPG,La Plata,1949.85,Argentina,-34.91669846,-57.95000076
ROO,Maestro Marinho Franco,1949.85,Brazil,-16.43330002,-54.72859955
VAG,Varginha,1949.85,Brazil,-21.54999924,-45.43330002
GXF,"Seiyun, Yemen",1949.85,Yemen,15.98330021,48.89170075
ATR,Atar International Airport,1936.851,Mauritania,20.49939919,-13.04640007
GJL,Ferhat Abbas,1923.852,Algeria,36.79999924,5.883299828
AXD,Dimokritos,1915.186,Greece,40.85583496,25.95638847
KAW,Kawthaung,1910.853,Myanmar,10.05000019,98.53330231
LEA,Learmonth,1906.52,Australia,-22.23500061,114.0817032
ASD,Andros Town International,1906.52,Bahamas,24.69779968,-77.7960968
GHC,Great Harbour,1906.52,Bahamas,25.73810005,-77.84030151
SYQ,Tobias Bolanos International Airport,1906.52,Costa Rica,9.957500458,-84.14029694
PHF,Newport News/Williamsburg International,1906.52,United States,37.13169861,-76.49330139
MVB,Mvengue,1884.855,Gabon,-1.656900048,13.43970013
GEG,Spokane International Airport,1880.522,United States,47.6169014,-117.5372009
MTT,Coatzacoalcos,1871.856,Mexico,17.98329926,-94.51670075
MYW,Mtwara,1871.856,Tanzania,-10.33889961,40.1935997
NER,Neryungri Airport,1841.525,Russian Federation,56.65000153,124.5999985
NTQ,Noto Airport,1828.526,Japan,37.20000076,136.8999939
GAO,Guantanamo Bay NS,1819.86,Cuba,20.08110046,-75.15809631
CQD,Shahre Kord Airport,1819.86,Iran,32.29719925,50.84220123
GWD,Gwadar International,1819.86,Pakistan,25.23060036,62.33890152
MOD,Modesto Municipal,1819.86,United States,37.62689972,-120.9552994
PKV,Pskov Airport,1802.528,Russian Federation,57.81669998,28.29999924
BZO,Dolomiti,1767.864,Italy,46.46030045,11.32670021
CNQ,Corrientes,1733.2,Argentina,-27.4496994,-58.7621994
ION,Impfondo,1733.2,Democratic Republic of the Congo,1.613299966,18.06189919
PLP,Ramon Xatruch,1733.2,Panama,8.366700172,-78.13330078
LPK,Lipetsk,1733.2,Russian Federation,52.61669922,39.59999847
TBW,Tambov Airport,1733.2,Russian Federation,52.71670151,41.43330002
BXX,Borama,1733.2,Somalia,9.9666996,43.11669922
KSL,Kassala,1733.2,Sudan,15.3902998,36.34220123
BRD,Brainerd Lakes Regional Airport,1733.2,United States,46.39720154,-94.13749695
FLG,Flagstaff Pulliam,1733.2,United States,35.13779831,-111.6716995
BRM,Jacinto Lara Intl,1733.2,Venezuela,10.04529953,-69.35610199
CEG,Hawarden Airport,1707.202,United Kingdom,53.18000031,-2.973599911
MFR,Rogue Valley Intl,1698.536,United States,42.37360001,-122.8722
GNY,Guney Anadolu Projesi,1689.87,Turkey,37.43560028,38.88330078
HMJ,Khmelnytskyi International,1681.204,Ukraine,49.41669846,27
CPR,Casper,1668.205,United States,42.90859985,-106.4625015
RRS,Roros,1655.206,Norway,62.57920075,11.34560013
GTE,Groote Eylandt,1646.54,Australia,-13.97220039,136.4532929
YSB,Sudbury,1646.54,Canada,46.62689972,-80.79810333
YYB,Jack Garland,1646.54,Canada,46.36579895,-79.42140198
LMM,Fed. Valle del Fuerte,1646.54,Mexico,25.68589973,-109.0836029
DWN,Oklahoma City Downtown Airpark,1646.54,United States,35.45000076,-97.53330231
MRY,Monterey Regional Airport,1646.54,United States,36.58810043,-121.8480988
EPS,El Portillo Airport,1637.874,Dominican Republic,19.25,-69.5
KEM,Kemi,1637.874,Finland,65.77999878,24.58580017
LRT,Lann Bihoue,1637.874,France,47.76110077,-3.439199925
VDB,Fagernes,1637.874,Norway,61.08330154,9.333299637
XJD,Al Udeid AB,1620.542,Qatar,25.11580086,51.31529999
SOB,FlyBalaton Airport (Sarmeleek),1603.21,Hungary,46.68610001,17.16390038
CHR,Deols Airport,1572.879,France,46.81669998,1.700000048
UNI,Union Island,1564.213,Saint Vincent and Grenadines,12.5958004,-61.41830063
ADJ,Marka International Airpot,1559.88,Jordan,31.97220039,35.99000168
MQM,Mardin Airport,1559.88,Turkey,37.23279953,40.6405983
CIC,Chico Muni,1559.88,United States,39.79579926,-121.8566971
BKL,Burke Lakefront,1551.214,United States,41.51689911,-81.6832962
NTD,NAS,1551.214,United States,34.12030029,-119.1200028
AJU,Santa Maria,1542.548,Brazil,-10.98330021,-37.04999924
KSR,H. Aroeppala,1533.882,Indonesia,-6.171899796,120.4353027
ITM,Osaka Intl (Itami),1533.882,Japan,34.7806015,135.4416962
BHV,Bahawalpur,1533.882,Pakistan,29.34440041,71.71250153
IAR,Tunoshna Airport,1516.55,Russian Federation,57.6181984,39.8409996
CRW,Yeager,1516.55,United States,38.37279892,-81.5931015
FOE,Forbes Field,1507.884,United States,38.95249939,-95.66249847
LXS,Lemnos,1490.552,Greece,39.91690064,25.2364006
FAI,Fairbanks Intl,1490.552,United States,64.81439972,-147.862793
BUI,Bokondini,1486.219,Indonesia,-3.716700077,138.6499939
BDH,Bandar Lengeh,1473.22,Iran,26.53140068,54.82360077
ABA,Abakan,1468.887,Russian Federation,53.71670151,91.4332962
DOG,Dongola,1468.887,Sudan,19.18330002,30.45000076
DNA,Kadena AB,1438.556,Japan,26.35499954,127.7739029
IWK,Iwakuni Airport,1438.556,Japan,34.13529968,132.2355957
ADW,Joint Base Andrews,1438.556,United States,38.81079865,-76.86660004
LPX,Liepaja International Airport,1429.89,Latvia,56.51670075,21.10000038
CAT,Tires,1429.89,Portugal,38.7256012,-9.35529995
CSL,O'Sullivan AHP,1429.89,United States,35.23659897,-120.6389008
KRO,Kurgan,1421.224,Russian Federation,55.43330002,65.30000305
MAF,Midland-Odessa Regl,1421.224,United States,31.94079971,-102.2014008
TYS,McGhee Tyson,1408.225,United States,35.81219864,-83.99250031
SDG,Sanandaj,1403.892,Iran,35.35029984,46.96279907
PZY,Piestany Airport,1403.892,Slovakia,48.63330078,17.83329964
USN,Ulsan,1403.892,South Korea,35.59059906,129.3574982
CCZ,Chub Cay International,1386.56,Bahamas,25.41749954,-77.88140106
AAC,El Arish International,1386.56,Egypt,31.07690048,33.83409882
DDG,Langtou Airport,1377.894,China,40.02550125,124.2870026
RSU,Yeosu/Suncheon,1369.228,South Korea,34.8368988,127.6188965
MZA,Manuel Prado,1364.895,Peru,-11.32559967,-74.53559876
ROP,Rota International,1360.562,United States,14.17329979,145.2389069
OBO,Obihiro,1351.896,Japan,42.73339844,143.2174072
NHA,Air Base,1347.563,Vietnam,12.22780037,109.1939011
DHR,De Kooy,1343.23,Netherlands,52.92440033,4.780799866
EBA,Marina Di Campo,1325.898,Italy,42.76110077,10.23970032
AAB,Arrabury Airport,1308.566,Australia,-26.70000076,141.0417023
GBT,Gorgon Airport,1308.566,Iran,36.90060043,54.41279984
LTK,Latakia,1308.566,Syria,35.41669846,35.98329926
LGS,Comodoro D.R. Salomon,1299.9,Argentina,-35.46670151,-69.57420349
PPE,Puerto Penasco International,1299.9,Mexico,31.35000038,-113.5333023
DAV,Enrique Malek International,1299.9,Panama,8.383299828,-82.4332962
BZK,Bryansk Airport,1299.9,Russian Federation,53.26670075,34.33330154
LLA,Kallax,1299.9,Sweden,65.54470062,22.12779999
LSI,Sumburgh,1299.9,United Kingdom,59.8810997,-1.293099999
AMA,Rick Husband Intl,1299.9,United States,35.22719955,-101.7219009
BGR,Bangor International,1299.9,United States,44.80780029,-68.82779694
BUR,Hollywood-Burbank,1299.9,United States,34.20000076,-118.3578033
MQT,Sawyer International Airport,1299.9,United States,46.53419876,-87.56169891
SPI,A.Lincoln Capital,1299.9,United States,39.84420013,-89.67890167
MKX,Mukalla Airport,1299.9,Yemen,14.5333004,49.13330078
AVA,Huangguoshu,1291.234,China,26.25720024,105.8728027
BFJ,Bijie Airport,1291.234,China,27.26670075,105.4710999
SKU,Skiros,1291.234,Greece,38.96829987,24.48810005
LAP,Manuel Marquez de Leon,1286.901,Mexico,24.12560082,-110.2983017
KCZ,Kochi,1273.902,Japan,33.54109955,133.6768951
LAO,Laoag International,1260.903,Philippines,18.18359947,120.5302963
VPY,Chimoio Airport,1256.57,Mozambique,-19.13330078,33.48329926
ODE,Beldringe,1247.904,Denmark,55.47639847,10.32859993
ZDJ,Berne-Rr Station,1247.904,Switzerland,46.91669846,7.5
GLO,Gloucestershire,1247.904,United Kingdom,51.89250183,-2.163300037
MZG,Penghu Airport,1239.238,Taiwan,23.56920052,119.6185989
YUY,Rouyn-Noranda,1234.905,Canada,48.20560074,-78.83059692
YZV,Sept-Iles,1234.905,Canada,50.21670151,-66.28330231
PSE,Mercedita,1234.905,United States,18.00970078,-66.56140137
GME,Gomel,1221.906,Belarus,52.41669846,31
GNA,Grodno,1221.906,Belarus,53.66669846,23.79999924
VTB,Vitebsk Airport,1221.906,Belarus,55.08330154,30.2166996
BIR,Biratnagar,1221.906,Nepal,26.43470001,87.28330231
URE,Kuressaare Airport,1213.24,Estonia,58.21670151,22.5
UDJ,Uzhhorod International,1213.24,Ukraine,48.61669922,22.2833004
DND,Dundee,1213.24,United Kingdom,56.45249939,-3.020299912
ASE,Pitkin County,1213.24,United States,39.2242012,-106.8688965
GRN,Gordon Municipal,1213.24,United States,42.79999924,-102.199997
YZF,Yellowknife,1204.574,Canada,62.46889877,-114.4441986
MHT,Manchester Boston Regional Airport,1191.575,United States,42.93830109,-71.43890381
RMS,Ramstein Ab,1165.577,Germany,49.4375,7.517799854
SVN,Hunter Aaf,1165.577,United States,32.00999832,-81.14579773
AVP,Wilkes-Barre/Scranton International Airport,1161.244,United States,41.33919907,-75.72579956
BBQ,Codrington Airport,1152.578,Antigua and Barbuda,17.55559921,-61.76499939
YFB,Iqaluit Airport,1122.247,Canada,63.75220108,-68.56390381
AGB,Munich Augsburg Airport,1109.248,Germany,48.42610169,10.93309975
CTM,Chetumal International,1104.915,Mexico,18.48189926,-88.33329773
PAE,Snohomish County,1100.582,United States,47.90829849,-122.2814026
PBP,"Islita, Costa",1091.916,Costa Rica,9.856499672,-85.3707962
ZND,Zinder Airport,1091.916,Niger,13.77939987,8.983099937
TMR,Aguenar,1087.583,Algeria,22.81469917,5.459199905
BJR,Bahar Dar,1083.25,Ethiopia,11.59029961,37.38470078
MQX,Alula Aba Nega,1083.25,Ethiopia,13.46829987,39.52640152
KIT,Alexandros A. Onassis,1083.25,Greece,36.27416611,23.01694489
ITH,Tompkins Regional,1083.25,United States,42.49029923,-76.45809937
MLU,Monroe Regional,1083.25,United States,32.51110077,-92.03890228
TUS,Tucson International,1083.25,United States,32.11610031,-110.9405975
YDA,Dawson City,1039.92,Canada,64.04170227,-139.1208038
YTG,SPB,1039.92,Canada,55.88330078,-126.8396988
KOE,Eltari,1039.92,Indonesia,-10.17389965,123.6583023
RDO,Radom,1039.92,Poland,51.3885994,21.21139908
EGE,Eagle County Regl,1039.92,United States,39.64360046,-106.9139023
JAC,Jackson Hole,1022.588,United States,43.6067009,-110.7369003
TZN,South Andros,987.924,Bahamas,24.6970005,-77.79579926
BNC,Mavivi,987.924,Democratic Republic of the Congo,0.566699982,29.4666996
RUE,Rughenda Airport,987.924,Democratic Republic of the Congo,0.216600001,29.45000076
ZAM,Zamboanga International,987.924,Philippines,6.923099995,122.0588989
GAE,Matmata Airport,983.591,Tunisia,33.88330078,10.0333004
KEC,Kasenga Airport,979.258,Democratic Republic of the Congo,-10.33329964,28.75
STY,Nueva Hesperides,979.258,Uruguay,-31.43670082,-57.98830032
VPS,Destin-Ft Walton Beach Airport,974.925,United States,30.48329926,-86.52529907
TYR,Pounds Field,966.259,United States,32.35469818,-95.39890289
ELP,El Paso Intl,957.593,United States,31.80669975,-106.3771973
INT,Smith-Reynolds,957.593,United States,36.13529968,-80.2256012
TLH,Tallahassee International,953.26,United States,30.39970017,-84.35189819
YTM,Mont-Tremblant Intl Airport,944.594,Canada,46.5155983,-74.75530243
YCF,Cortes Bay SPB,935.928,Canada,50.05690002,-124.8332977
YGN,Greenway Sound SPB,935.928,Canada,49.36669922,-99.11669922
YPT,Pender Harbour SPB,935.928,Canada,49.5,-124.0333023
YQJ,April Point Sea Plane Base,935.928,Canada,50.06499863,-125.2347031
YRC,Refuge Cove Sea Plane Base,935.928,Canada,50.12390137,-124.8394013
TBG,Tabubil,935.928,Papua New Guinea,-5.28000021,141.2274017
HLP,Halim Perdanakusuma,927.262,Indonesia,-6.266699791,106.8897018
HAD,Halmstad,914.263,Sweden,56.68330002,12.81939983
ULU,Gulu,909.93,Uganda,2.783299923,32.29999924
AAY,Al Ghaydah,909.93,Yemen,16.19330025,52.17279816
ELM,Celmira/Corning Regl,901.264,United States,42.16080093,-76.89530182
KME,Kamembe,888.265,Rwanda,-2.450000048,28.95000076
ABD,Abadan Airport,883.932,Iran,30.36610031,48.23220062
FOG,Gino Lisa,883.932,Italy,41.42670059,15.5394001
PNL,Pantelleria,883.932,Italy,36.81359863,11.96609974
BEM,National,870.933,Morocco,32.40000153,-6.317200184
GDX,Sokol Airport,870.933,Russian Federation,59.91669846,150.7167053
JNX,Naxos,866.6,Greece,37.0821991,25.36860085
KJT,Kertajati International Airport,866.6,Indonesia,-6.648300171,108.1541977
EAS,San Sebastian Airport,866.6,Spain,43.35779953,-1.789999962
CMX,Houghton County Memorial,866.6,United States,47.1678009,-88.48639679
CWA,Central Wisconsin,866.6,United States,44.78219986,-89.65920258
DRT,Del Rio Intl,866.6,United States,29.33329964,-100.978302
ISP,Long Island MacArthur,866.6,United States,40.79669952,-73.10079956
LCH,Lake Charles Regional,866.6,United States,30.1310997,-93.2256012
SHV,Shreveport Regional,866.6,United States,32.44689941,-93.82859802
BYN,Bayankhongor Airport,849.268,Mongolia,46.09999847,100.6832962
UKS,Belbek Airport,849.268,Ukraine,44.69169998,33.5766983
XHM,Georgetown Rail Service,831.936,Canada,43.66669846,-79.9332962
YRR,Airstrip,831.936,Canada,50.41669846,-125.1667023
JKH,Omiros Airport,831.936,Greece,38.3431015,26.1406002
YAM,Sault Ste Marie,823.27,Canada,46.48310089,-84.50859833
YDF,Regional,823.27,Canada,49.21670151,-57.40000153
YQX,Gander International,823.27,Canada,48.94670105,-54.56330109
SBK,Tremuson,823.27,France,48.51309967,-2.808900118
RNB,Kallinge,823.27,Sweden,56.25830078,15.26109982
HRL,Valley International,823.27,United States,26.22809982,-97.65219879
YHG,Charlottetown,818.937,Canada,48.95000076,-57.93330002
KAJ,Kajaani,818.937,Finland,64.27780151,27.68889999
CER,Maupertus,818.937,France,49.65110016,-1.465299964
EGS,Egilsstadir,818.937,Iceland,65.27780151,-14.40279961
TAR,Taranto,818.937,Italy,40.51779938,17.40189934
LYR,Svalbard,818.937,Norway,78.20890045,15.80000019
SKX,Saransk Airport,818.937,Russian Federation,54.16669846,45.16669846
KLR,Kalmar,818.937,Sweden,56.68500137,16.28720093
KRN,Kiruna,818.937,Sweden,67.82219696,20.3458004
BQT,Brest,814.604,Belarus,52.11669922,23.88330078
RIV,March Air Force Base,810.271,United States,33.98329926,-117.3666992
AKT,Akrotiri RAF Station,805.938,Cyprus,34.59059906,32.9878006
DBB,Al Alamain International Airport,805.938,Egypt,30.92440033,28.79470062
AOT,Corrado Gex Airport,805.938,Italy,45,7
TRU,C.Martinez de Pinillos,805.938,Peru,-8.090000153,-79.11499786
AKN,King Salmon,805.938,United States,58.67860031,-156.6493988
POR,Pori,801.605,Finland,61.46310043,21.79719925
FYJ,Fuyuan,788.606,China,48.19720078,134.3632965
MMJ,Matsumoto,788.606,Japan,36.28329849,138
VAN,Ferit Melen,788.606,Turkey,38.45859909,43.3321991
RSD,Rock Sound International,779.94,Bahamas,24.89170075,-76.17810059
DNH,Dunhuang,779.94,China,40.20000076,94.6832962
ENF,Enontekio,779.94,Finland,68.34999847,23.41670036
IZO,Izumo,779.94,Japan,35.40940094,132.8894043
NYU,Nyaung-U,779.94,Myanmar,21.1814003,94.93470001
AGH,Angelholm/Helsingborg Airport,779.94,Sweden,56.29309845,12.86250019
BLE,Dala,779.94,Sweden,60.4233017,15.51809979
ADF,Adiyaman Airport,779.94,Turkey,37.73350143,38.47219849
EDO,Koca Seyit,779.94,Turkey,39.58330154,27.0333004
VAS,Sivas,779.94,Turkey,39.81389999,36.90420151
EUG,Mahlon Sweet Field,779.94,United States,44.12080002,-123.2174988
LGB,Long Beach Municipal,775.607,United States,33.81750107,-118.1511002
CNP,Neerlerit Inaat,766.941,Greenland,70.74310303,-22.6583004
CLL,Easterwood Field,758.275,United States,30.58939934,-96.36440277
CGH,Congonhas,753.942,Brazil,-23.62610054,-46.65639877
ARI,Chacalluta,753.942,Chile,-18.33309937,-70.33809662
SHP,Shanhaiguan,753.942,China,45.01670075,119.75
BXJ,Borolday Airport,745.276,Kazakhstan,43.5,76.94999695
APN,Alpena County Regional,736.61,United States,45.08169937,-83.55580139
TVC,Cherry Capital,736.61,United States,44.74000168,-85.58580017
SSX,Singita Safari Lodge,732.277,South Africa,-24.80310059,31.42219925
SRX,Gardabya,727.944,Libya,31.0632,16.59519959
PML,Port Moller,727.944,United States,56.00559998,-160.5583038
KVK,Khibiny,710.612,Russian Federation,67.58329773,33.58330154
OSW,Orsk Airport,710.612,Russian Federation,51.07249832,58.59560013
BME,Broome International,701.946,Australia,-17.95000076,122.2300034
LBU,Labuan,701.946,Malaysia,5.300600052,115.2482987
MER,Castle Air Force Base,701.946,United States,37.37950134,-120.5671005
CCB,Cable,693.28,United States,34.11159897,-117.6865997
COD,Yellowstone Regional,693.28,United States,44.51580048,-109.0274963
ZUH,Sanzao International,684.614,China,22.00779915,113.3781967
RYK,Shaikh Zayed Intl,684.614,Pakistan,28.39999962,70.28330231
INH,Inhambane,675.948,Mozambique,-23.87439919,35.40829849
YYR,Goose Bay,667.282,Canada,53.31669998,-60.41669846
NOB,Nosara,658.616,Costa Rica,9.800000191,-85.53330231
TNO,Tamarindo,658.616,Costa Rica,10.93330002,-85.46669769
ACV,Arcata,658.616,United States,40.97919846,-124.1074982
BMI,Central Illinois Regional Airport,658.616,United States,40.48189926,-88.92749786
SBP,San Luis Obispo Cty,658.616,United States,35.23669815,-120.6391983
VBS,Montichiari Airport,654.283,Italy,45.54999924,10.2166996
KAC,Kameshli,654.283,Syria,37.02780151,41.19860077
TIN,Tindouf,649.95,Algeria,27.7166996,-8.166700363
MNV,Mount Valley,649.95,Australia,-14.11670017,133.8332977
PMC,El Tepual,649.95,Chile,-41.43249893,-73.09030151
VVC,Vanguardia,649.95,Colombia,4.07889986,-73.5667038
TKN,Tokuno Shima,649.95,Japan,27.83329964,128.8833008
HNN,Honinabi,649.95,Papua New Guinea,-6.233300209,142.2167053
MXH,Moro,649.95,Papua New Guinea,-6.349999905,143.25
TCE,Tulcea Airport,649.95,Romania,45.18330002,28.81669998
URS,Kursk Airport,649.95,Russian Federation,51.75,36.26670075
